course_name,course_id,course_basic_information,pre_required_courses,semesterial_data,time,is_manadatory_ds,is_manadatory_ie,is_manadatory_se,time_category
96694 - Metacognition,96694,"The Course Deals With The Way People Assess Their Level of Knowledge
During Learning, Problem Solving, and Question Answering and Regulate
Their Mental Efforts in Light of These Assessment.
Practical Implications and Potential Applications of Theoretical
Frameworks Are Discussed.","['96275 - The Human Factor in Data Collection', '96620 - Introduction to Human Factors Eng']","['96275 - The Human Factor in Data Collection or 96620 - Introduction to Human Factors Eng', '98694 - Metacognition', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Rakefet Ackerman', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Rakefet Ackerman', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Tirza Lauterman']",12:30:00,False,False,False,N
96807 - Social Ventures,96807,"Methods and Tools That Help Implement Win-win Business Models
And Strategies, Taking Into Account The Interests of All
Stakeholders, Including# Shareholders, Society and The Environment
(triple Bottom  Line).
Learning Outcome#
At The Conclusion of The Course, Students Will# 1. Understand How
New Business Models in Society Help Improve The Welfare of All
Stakeholders in an Economy. 2. Know How to Implement The Concepts
And Tools in Projects of Social Ventures Developed and Managed
During The Course. 3. Absorb and Use Key Concepts and Tools
(i.e., The Three Bottom Line, The Fourth Sector, The New Cooperative,
The Lean Startup Methodology, Lean Canvas, The Service Profit Chain
And Benchmarking).",[],"['3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Moshe Davidow', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Moshe Davidow', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Moshe Davidow']",10:00:00,False,False,False,M
96820 - Customer Relationship Management,96820,"Customer Relationship Management Systems Enable The Organization To
Manage The Relationship With a Wide Variety of Customers and to Adapt
The Marketing Mix, Including Service, Pricing and Promotion, to The
Individual Level Customer, Both End Users and Business Customers .
The Course Deals With Marketing and Technological Issues Related To
The Building of Customer Relation Management Systems.  Emphasis Is
Given to Efficient Data Gathering and Analysis.",['97800 - Marketing Principles'],"['97800 - Marketing Principles', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours\n                             • 5 Lab Hours', 'Moshe Davidow', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours\n                             • 5 Lab Hours', 'Moshe Davidow']",14:00:00,False,False,False,N
97135 - Multidisciplinary Research in Service,97135,"We Will Focus On Advanced Models For Service System Operation And
Analysis, E.g. Hospitals and Banks. Lectures Will Be Given On
Multi-disciplinary Research Papers and New Developments in The Field.
Emphasis Will Be Placed On Research Methodologies Such As Asymptotic
Analysis For Staffing, and Empirical Models For Data Analysis.
Learning Outcomes# The End of The Course The Student Will Be Able To#
1. Model Engineering /research Problems in The Area of Service
Systems Operations Using Advanced Methodologies From Different Fields
(math, Statistics, Machine Learning)
2. Analyze Service Systems From a Multi-disciplinary Perspective.
3. Investigate a Small Research Problem Related to Service Systems.
4. Apply Research Papers to Concrete Problems in The Field.",['96324 - Service Engineering'],"['96324 - Service Engineering', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 2 Project Hours', 'Galit Yom-tov', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 2 Project Hours', 'Galit Yom-tov', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 2 Project Hours', 'Galit Yom-tov']",14:00:00,False,False,False,N
97139 - Advanced Supply Chain Management,97139,"Advanced Operational Models For The Management
Of Supply Chains.   Deterministic/stochastic, Single
Item/multi-item, Serial/network Structures.
Cooperative/competitive and Consumable/repairable Models.
The Course Relies On Quantitative Tools I.e.,
Mathematical Programming, Heuristics and Simulation.",['94139 - Manage. Logist. System.'],"['94139 - Manage. Logist. System.', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Yale Herer', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Liron Yedidsion']",13:00:00,False,False,False,N
97140 - Advanced Project Management Techniques,97140,"New Process Oriented Techniques For Project Management. Processes For
Determining Scope, Schedule, Recources and Cost, Managing Risks,
Procurement, Communication and Project Control. Processes Of
Modern Information Technology.",['95140 - Project Planning and Management'],"['95140 - Project Planning and Management', '99114', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Michal Iluz-mimoni', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Michal Iluz-mimoni', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Michal Iluz-mimoni']",18:00:00,False,False,False,E
97209 - Machine Learning 2,97209,"The   Course Will Present Advanced Topics in Machine Learning That
Emerge From Current Deep Learning Architectures, Emphasizing Their
Ability to Fit to a Training Sample and Their Generalization
Capability As Well As Generative Learning of Data From Learned
Probability Distribution.
 Learning Outcomes# at The End of The Course
The Students Will Be Able To#

- Develop and Execute Neural Nets.

- Develop and Execute Convolutional Neural Nets.

- Run Learning Pipeline of Train/validation/test Including A/b Testing
- Evaluate Overfitting.

- Mitigate Overfitting and Identify Generalization.",['96411 - Machine Learning 1'],"['96411 - Machine Learning 1', '46211 - Deep Learning\n236781 - Deep Learning On Computation', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Tamir Hazan', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', '3.5 Academic Credit\n                             • 3 Lecture Hours\n                             • 1 Discussion Hours', 'Hedda Cohen Indelman']",11:00:00,True,False,False,M
97215 - Methods in Natural Language Processing,97215,"The Course Covers Algorithms For The Understanding of Texts Written
In Human Language. Among The Covered Topics Are# Tagging Tasks
(part of Speech and Named Entity), Syntactic Parsing and Lexical
Semantics. The Course Will Put an Emphasis On Machine Learning
Algorithms For Structured Learning and Probabilistic Graphical Models.
Learning Outcomes#
At The End of The Course The Student Will Know#
1. to Formulate The Various Tasks an Algorithm Should Solve in Order
To Gain Understanding of a Text.
2. to Design and Implement in Software Algorithms For Markovian
Language Models.
3. to Design and Implement in Software Algorithms For Sequential
Tagging Tasks Such As Part of Speech (pos) Tagging and Named Entity
Recognition (ner).
4. to Design and Implement in Software Algorithms For Learning Complex
Structures (such As Trees) in Order to Solve Problems Such As
Statistical Syntactic Parsing (dependency As Well As Phrase Structure
Parsing).
5. to Design and Implement Algorithms That Learn The Semantics Of
Words, Phrases and Sentences in The Vector Space Modeling Framework.
6. to Design and Implement Dynamic Programming Algorithms, Algorithms
For Inference in Graphical Models and Parameter Estimation Algorithms
In Order to Solve Sentence and Text Structure Learning Problems.","['46195 - Machine Learning', '46202 - Data Analysis', '46203 - Planning and Reinforcemet Learning', '96411 - Machine Learning 1', '236756 - Introduction to Machine Learning']","['46195 - Machine Learning or 46202 - Data Analysis or 46203 - Planning and Reinforcemet Learning or 96411 - Machine Learning 1 or 236756 - Introduction to Machine Learning', '97216 - Natural Language Processing\n236299 - Intr. to Natural Language Processing', '3 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 1 Project Hours', 'Eyal Ben David', '3 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 1 Project Hours', 'Roi Reichart', '3 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 1 Project Hours', 'Yevgeni Berzak']",12:30:00,False,False,False,N
97217 - Seminar in Natural Language Processing,97217,"The Course Will Cover Contemporary Topics in Natural Language
Processing (nlp) From Various Perspectives# Data, Hypotheses,
Modeling, Experiments, Evaluation and Critical Discussion. Topics
Will Include# Multilingual, Cross-domain and Multi-modal Learning,
Causal Inference in Nlp, Model Interpretability, and Nlp For Social
Science and Medicine. The Ethical and Societal Implications Will Be
Emphasized.
Learning Outcomes# at The End of Course The Students
Will Be Able To#

- Conduct a Small-scale Research Project On a State-of-the-art Problem
In Natural Language Processing. 

- Identify The Main Literature Related to a Concrete Natural Language
Processing Problem and Write a Critical  Summary of This Literature.","['97215 - Methods in Natural Language Processing', '97216 - Natural Language Processing']","['97215 - Methods in Natural Language Processing or 97216 - Natural Language Processing', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Roi Reichart', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Roi Reichart']",11:00:00,False,False,False,M
97222 - Computer Vision ¸ Surgical Applications,97222,"The Course Will Investigate Ways of Analyzing Data in The Surgical
Domain, Especially Related to The Operating Room. Data Will Include
Video, Audio, Patient Monitor and Additional Sensors. We Will Study
Fundamental Algorithms in Computer Vision and Video Segmentation, For
Example# Object Deteaction (yolo, Agnet), Temporal Video Segmentation
(lstm, Ms-tcn++, Asformer) and Automatic Process Analysis. We Will
Study Ways of Implementing These Algorithms in The Surgical Domain,
For Example Automatic Surgical Tool Detection, Surgical Hand
Detection and Motion Analysis, Surgical Gesture Recognition And
Automatic Surgical Workflow Analysis. 
 Learning Outcomes#

At The End of The Course Students Will Be Able To#
1) Identify Different Surgical Approaches and Their Data_.

2) Solve Object Detection and Cassification Tasks Using Deep Neural
Networks (dnn).

3) Program Temporal Networks For Surgical Workflow Analysis.
4) Solve Automatic Gesture Recognition. 

5) Integrate Motion Data and Video Data.","['46211 - Deep Learning', '97200 - Deep Learning', '97209 - Machine Learning 2', '236781 - Deep Learning On Computation']","['46211 - Deep Learning or 97200 - Deep Learning or 97209 - Machine Learning 2 or 236781 - Deep Learning On Computation', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Shlomi Laufer', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Shlomi Laufer']",15:30:00,False,False,False,N
97225 - Perturbation Methods in Machine Learning,97225,"Perturbation Methods Allow to Add Statistical Guarantees to Efficient
Learning Algorithms. The Course Explores Current Topics That Connect
Machine Learning, Statistics and Optimization.
Learning Outcomes#
At The End of The Course The Student Will Know#
1. The State-of-the-art in Perturbation Methods in Machine Learning.
2. to Execute Perturbation Methods On Machine Learning Applications.","['94411 - Probability (ie)', '94423 - Introduction to Statistics', '96327 - Nonlinear Models in Operations Research', '94411 - Probability (ie)', '94424 - Statistics 1', '96327 - Nonlinear Models in Operations Research', '94412 - Probability (advanced)', '96327 - Nonlinear Models in Operations Research', '234218 - Data Structures 1']","['(94411 - Probability (ie) and 94423 - Introduction to Statistics and 96327 - Nonlinear Models in Operations Research) or (94411 - Probability (ie) and 94424 - Statistics 1 and 96327 - Nonlinear Models in Operations Research) or (94412 - Probability (advanced) and 96327 - Nonlinear Models in Operations Research and 234218 - Data Structures 1)', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Tamir Hazan', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Tamir Hazan']",13:30:00,False,False,False,N
97244 - Cognitive Robotics,97244,"Basic Techniques in Artificial Intelligence in Connection to Robotics,
And Basic Techniques in Robots. Experience Integrating Ai Techniques
With Robots By Programming and Working With Real and Simulated
Robots.
Topics# Classical Planning, Temporal Planning, Motion Planning,
Combined Task and Motion Planning.
Learning Outcomes#
At The End of The Course The Student Will Be Able to Program a Robot
To Perform a Complex Task, Using Ai Techniques.","['44268 - Int. to Data Structur and Algorithms', '94223 - מבני נתונים ואלגוריתמים', '94224 - Data Structures and Algorithms', '94226 - Introduction to Algorithms', '234218 - Data Structures 1']","['44268 - Int. to Data Structur and Algorithms or 94223 - מבני נתונים ואלגוריתמים or 94224 - Data Structures and Algorithms or 94226 - Introduction to Algorithms or 234218 - Data Structures 1', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Erez Karpas', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Yotam Granov', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Erez Karpas']",13:30:00,False,False,False,N
97246 - Social Computing Models,97246,"The Course Will Present The Principles of Emerging Interaction Models
In On-line Social Environments, Emphasizing Algorithmic Aspects. In
Particular, The Course Will Discuss The Topics of Sharing Economy,
Trust Systems, Trust-based Recommendation Systems, Strategic Aspects
Of Influencers Selection and Influence in Networks, Algorithms For
Social Contexts Which Prohibit Payments, Strategic Aspects of The
Wisdom of The Crowd, and Strategic Aspects of Crypto-currency
Systems.
Learning Outcomes#
At The End of The Course The Student Will Know#


1. How to Implement Basic Algorithmic Mechanisms For Emerging
Multi-agent Interaction in The Internet.


2. How to Use Basic Algorithmic Mechanisms For On-line Social
Collaboration.
3. How to Apply a Strategic and Axiomatic Perspective to Data Science
In Multi-agent Context.","['94224 - Data Structures and Algorithms', '94411 - Probability (ie)', '94224 - Data Structures and Algorithms', '94412 - Probability (advanced)', '94226 - Introduction to Algorithms', '94411 - Probability (ie)', '94226 - Introduction to Algorithms', '94412 - Probability (advanced)']","['(94224 - Data Structures and Algorithms and 94411 - Probability (ie)) or (94224 - Data Structures and Algorithms and 94412 - Probability (advanced)) or (94226 - Introduction to Algorithms and 94411 - Probability (ie)) or (94226 - Introduction to Algorithms and 94412 - Probability (advanced))', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Moshe Tennenholtz', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Moshe Tennenholtz', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Moshe Tennenholtz']",08:30:00,False,False,False,M
97247 - Internet of Things: Technology and Data,97247,"Internet of Things (iot)# Architectures, Devices and Analytics.
Approaches in Capturing, Analyzing and Presenting Iot Data Will Be
Discussed. The Course Will Include Hands-on Experience in Designing
Wireless Sensor Networks and Capturing Sensor Data. The Network Data
Will Be Uploaded to The Cloud For Analysis and Visualization.
Learning Outcomes#
At The End of The Course The Student Will Be Able To#
1. Analyze and Define The Specification of an Iot System Taking Into
Consideration Parameters Such As# Power Consumption, Price, Wireless
Connectivity, Data Quality and Synchronization
2. Design and Manage a Basic Iot System
3. Manage Iot Data  Upload to The Cloud and Analyze
4. Ensure Iot Data Quality",['96411 - Machine Learning 1'],"['96411 - Machine Learning 1', '236332 - The Internet of Things (iot)', '3 Academic Credit\n                             • 2 Lecture Hours\n                            \n                             • 2 Lab Hours\n                             • 1 Project Hours', 'Shlomi Laufer', '3 Academic Credit\n                             • 2 Lecture Hours\n                            \n                             • 2 Lab Hours\n                             • 1 Project Hours', 'Shlomi Laufer', '3 Academic Credit\n                             • 2 Lecture Hours\n                            \n                             • 2 Lab Hours\n                             • 1 Project Hours', 'Shlomi Laufer']",10:30:00,False,False,False,M
97248 - Machine Learning For Healthcare,97248,"Machine Learning Has Great Potential For Improving Healthcare. We Will
Read and Critically Discuss Recent Papers Covering How Ml Is Used
For# Guiding Diagnosis, Personalizing Treatments, Analyzing Medical
Images and Medical Text, Reducing Healthcare Costs, Reducing Unfair
Bias, and For a Better Understanding of Human Physiology.
Learning Outcomes#
At The End of The Course The Student Will Know#
1. to Give Three Examples of Diagnostic Tasks in Which Machine
Learning Tools Showed an Advantage Over Physicians
2. Explain How Machine Learning Tools Can Help Personalize Treatment,
And What Are The Special Difficulties in This Task As Opposed To
Diagnostic Tasks
3. Explain For Which Medical Tasks The Current Tools of Deep Learning
Are Appropriate, and For Which Tasks They Are Not
4. Implement a Machine Learning Model On Medical Data, and Explain To
A Medical Practitioner The Advantages and Disadvantages of The Model
Versus a Human Physician,further, The Student Will Explain The
Situations in Which They Recommend Using The Model, and The
Situations in Which It Is Best to Avoid Using It
5. Raise a Number of Ethical Issues Arising From The Use of Machine
Learning Tools in The Healthcare Domain","['46193 - Data Analysis', '46202 - Data Analysis', '46203 - Planning and Reinforcemet Learning', '97209 - Machine Learning 2']","['46193 - Data Analysis or 46202 - Data Analysis or 46203 - Planning and Reinforcemet Learning or 97209 - Machine Learning 2', '3 Academic Credit\n                             • 2 Lecture Hours\n                            \n                             • 1 Lab Hours\n                             • 1 Project Hours', 'Uri Shalit', '3 Academic Credit\n                             • 2 Lecture Hours\n                            \n                             • 1 Lab Hours\n                             • 1 Project Hours', 'Uri Shalit', '3 Academic Credit\n                             • 2 Lecture Hours\n                            \n                             • 1 Lab Hours\n                             • 1 Project Hours', 'Uri Shalit']",15:30:00,False,False,False,N
97280 - Algorithms in Uncertain Scenarios,97280,"Traditional Algorithms Rely On Random Access to The Whole Input
Throughout The Execution.in Reality, However, Parts of The Input Are
Often Revealed in a Later Stage Thus Requiring Alternative Algorithmic
Models That Capture Such Uncertain Scenarios. The Course Aims At
Investigating Such Algorithmic Models Through Various Combinatorial
Optimization Problems.
Learning Outcomes# Upon Completion of The Course, The Students Will
Know How To# 1. Design Algorithms For Basic Online Problems And
Analyze Their Competitive Ratio. These Problems Include# Variants Of
The Paging Problem,limited Cases of The Metrical Task System Problem,
Problems Based On The Rent-or-buy Principle 2. Design Algorithms For
Basic Problems Under The Streaming Model and Analyze Their
Approximation Ratio. These Problems Include# Variants of The Minimum
Spanning Tree Problem in Graphs, Variants of Spanner Construction
Problems in Graphs,limited Cases of Vertex/edge Covering Problems In
Graphs and Hypergraphs 3. Apply Basic Principles in The Design And
Analysis of Algorithms For Combinatorial Stochastic Optimization
Problems. These Principles Include# Sampling For The Purpose Of
Constructing Solutions,using Linear Programming 4. Apply Basic
Principles in The Design and Analysis of Distributed Algorithms in The
Message Passing Model. These Principles Include# Using Randomness
For The Purpose of Symmetry Breaking,dependency On The Network Size Vs
Dependency On The Maximum Degree in Local Computation.","['94223 - מבני נתונים ואלגוריתמים', '94411 - Probability (ie)', '94224 - Data Structures and Algorithms', '94412 - Probability (advanced)', '94226 - Introduction to Algorithms', '94412 - Probability (advanced)', '94412 - Probability (advanced)', '234247 - Algorithms 1']","['(94223 - מבני נתונים ואלגוריתמים and 94411 - Probability (ie)) or (94224 - Data Structures and Algorithms and 94412 - Probability (advanced)) or (94226 - Introduction to Algorithms and 94412 - Probability (advanced)) or (94412 - Probability (advanced) and 234247 - Algorithms 1)', '3 Academic Credit\n                             • 3 Lecture Hours', 'Yuval Emek', '3 Academic Credit\n                             • 3 Lecture Hours', 'Yuval Emek', '3 Academic Credit\n                             • 3 Lecture Hours', 'Yuval Emek']",14:30:00,False,False,False,N
97317 - Cooperative Game Theory,97317,"Matching Games. Games in Characteristic Function Form.
Games in Strategic Form. Utility Theory. Bargaining Games. Social
Welfare Functions and Arrow's Impossibility Theorem.",['104009 - Linear Algebra M'],"['104009 - Linear Algebra M', '94312 - Deterministic Mod.in Operations Research\n94313 - Deterministic Models in Oper.research', '106173 - Game Theory', '94317', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Shlomit Hon-snir', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Itai Arieli', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours']",16:30:00,False,False,False,E
97400 - Causal Inference,97400,"What Problems Require Causal Inference,why Is It Harder Than
Supervised Learning, How Can One Learn Causal Relations From Data, We
Will Learn The Approaches of Pearl and Rubin, Including Causal
Graphs.
We Will Bring Examples From Medicine, Economics and Public Policy,
Social Media, Marketing and Sales, and Public Health.
Learning Outcomes#
At The End of The Course The Students Will Be Able To#
1. Identify Problems That Require Causal Inference Tools
2. Explain Why and Under What Conditions Machine Learning Tools Are
Not Sufficient For Causal Inference
3. Identify The Difference Between a Randomized Controlled Trial,
Observational Study With No Hidden Confounding, and an Observational
Study With Hidden Confounders
4. Define Sufficient Conditions For The Performance of Valid Causal
Causality, Using Both The Language of Potential Outcomes and The
Language of Causal Graphs
5. Use Covariate Adjustment, Matching, and Propensity Score Methods To
Evaluate Causal Effects From Data
6. Draw a Causal Graph That Corresponds to a Given Data Generating
Process
7. Identify Conditions in Which a Natural Experiment Takes Place,
Particularly in Situations Where There Exists an Instrumental
Variable",['97209 - Machine Learning 2'],"['97209 - Machine Learning 2', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Uri Shalit', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Uri Shalit', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'מר גוטמן רום']",17:30:00,False,False,False,E
97414 - Statistics 2,97414,"The Course Will Cover a Variety of Statistical Theory Topics Combined
With Data Analysis. The Course Topics Include Multivariate
Regression, Generalized Regression, Non-parametric Statistics And
Re-sampling Methods, Decision Theory, Bayesian Statistics  And
And Methods of Handling Missing Data.
Learning Outcomes#
At The End of The Course, The Students Will Be#

1. Able to Use Different Regression Methods
2. to Perform Statistical Inference On Datasets of Various Types
Including Handling Missing Data.","['94201 - Introductio to Data Science', '94423 - Introduction to Statistics', '94423 - Introduction to Statistics', '234221 - Introduction to Computer Science N', '94423 - Introduction to Statistics', '94700 - Introduction to Data Science and Engin.', '94424 - Statistics 1', '94700 - Introduction to Data Science and Engin.', '94424 - Statistics 1', '234221 - Introduction to Computer Science N']","['(94201 - Introductio to Data Science and 94423 - Introduction to Statistics) or (94423 - Introduction to Statistics and 234221 - Introduction to Computer Science N) or (94423 - Introduction to Statistics and 94700 - Introduction to Data Science and Engin.) or (94424 - Statistics 1 and 94700 - Introduction to Data Science and Engin.) or (94424 - Statistics 1 and 234221 - Introduction to Computer Science N)', '3 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 1 Project Hours', 'Yair Goldberg', '3 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 1 Project Hours', 'Yair Goldberg', '3 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours\n                            \n                             • 1 Project Hours']",12:30:00,True,False,False,N
97447 - Intro. to Computability and Complexity,97447,"The Course Provides an Introduction to Computatbility and Complexity,
Including# Deterministic Automaton and Regular Languages,
Nondeterministic Automaton, Context-free Languages and Push-down
Automaton, Algorithms On Automata, Turing Machine, and Decidability.
In Complexity Theory The Course Covers The Classes P, Np, Np-hard,
Np-complete, and Pspace.
Learning Outcome#
At The End of The Course The Students
1.  Will Know Fundamental Concepts in Computability, Including
Automata Theory, Turing Machines, Regular Languages and Decidability.
2.  Will Know Fundamental Concepts in Complexity Theory, Including The
Major Complexity Classes of P, Np, Np-c and Pspace.
3.  Will Know How to Prove Membership of a Problem in a Complexity
Class, and How to Prove That a Problem Is Decidable Or Undecidable.
4.  Will Be Familiar With The Argument of Why The Number of Decidable
Problems Is Countable, Whereas The Number of Undecidable Problems Is
Uncountable.","['94224 - Data Structures and Algorithms', '234247 - Algorithms 1']","['94224 - Data Structures and Algorithms or 234247 - Algorithms 1', '236343 - Theory of Computation\n237343 - Theory of Computation', '94250 - Introduction to Computability', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Shay Kutten', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Shay Kutten', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Ofer Strichman']",17:30:00,True,False,True,E
97449 - Nonparametric Statistics,97449,"Categorial Data (contingency Tables)# Comparison of Independent
Samples, Measures of Association, Comparison of Related Samples.
Ranking Data# Comparison of Independent and Related Samples,
Measures of Association. Goodness of Fit Tests. Nonparametric
Regression.","['94423 - Introduction to Statistics', '94424 - Statistics 1']","['94423 - Introduction to Statistics or 94424 - Statistics 1', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Marina Bogomolov', '2.5 Academic Credit\n                             • 2 Lecture Hours\n                             • 1 Discussion Hours', 'Marina Bogomolov']",12:30:00,False,False,False,N
97510 - Continuous Time Models in Finance,97510,"Stochastic Calculus, Derivation of The Black and Scholes Model Using
Ito's Lemma, Valuation of Options Using Girsanov Theory, Interest
Rates Derivatives, Hjm Model, Numerical Approximations, Optimal
Portfolio Selection in Dynamic Markets.","['94314 - Stochastic Models in Oper.research', '94323 - Dynamic Models in Operations Research', '94334 - Simulation-modeling and Analysis']","['(94314 - Stochastic Models in Oper.research and 94323 - Dynamic Models in Operations Research and 94334 - Simulation-modeling and Analysis)', '2 Academic Credit\n                             • 2 Lecture Hours', 'Achikam Ben Artzi', '2 Academic Credit\n                             • 2 Lecture Hours', 'Achikam Ben Artzi', '2 Academic Credit\n                             • 2 Lecture Hours']",16:30:00,False,False,False,E
97622 - Introduction to Cognitive Science,97622,"The Course Will Survey Major Research Areas, Theories, Models And
Empirical Findings in The Study of Human Cognition. Among The Topics
Covered Will Be The Philosophical Foundations of Cognitive Science,
Mental Representations, Learning, Language, Vision, Attention And
Memory. Special Focus
Will Be Given On Computational Models of Cognition and The Connections
Between Cognitive Science and Artificial Intelligence.

Learning Outcomes#

At The End of The Course The Students Will Be Able To#

- Explain The Major Research Areas and Fundamental Questions in The
Study of Human Cognition.
- Explain Key Research Methods, Empirical Findings, Models And
Theories in Cognitive Science.__

- Characterize Relations Between Human and Machine Intelligence.",[],"['2 Academic Credit\n                             • 2 Lecture Hours', 'Yevgeni Berzak', '2 Academic Credit\n                             • 2 Lecture Hours', 'Yevgeni Berzak']",15:30:00,False,False,False,N
97644 - Cultural Psychology,97644,"The Course Will Examine Key Points of Contention in The Literature On
The Antecedents and Consequences of Cultural Differences. Topics That
Will Covered Include The Sources of Cultural Differences, and The
Consequences of These Differences to Cognition, Emotion, Motivation,
Social Norms, and Gender Differences. Students Will Critically Review
And Discuss Current Research On The Topic, and Submit a Final Seminar
Paper.
 Learning Outcomes# at The End of The Course The Students Will
Be Able To#

1. Analyze Current Research Trends and Compare Points of Disagreement
In The Field of Cultural Psychology.

2. Critically Analyze Articles in Cultural Psychology.

3. Identify Central Ideas of Scientific Articles in The Field Of
Cultural Psychology and Clearly and Effectively Present Them.

4. Identify and Analyze Challenges in Cultural Psychology Research,
From The Formulation of Research Questions to Their Translation Into
A Concrete Methodology.","['95605 - Introduction to Psychology', '96275 - The Human Factor in Data Collection']","['95605 - Introduction to Psychology or 96275 - The Human Factor in Data Collection', '98763 - Cross-cultural Management', '2 Academic Credit\n                             • 2 Lecture Hours', 'Allon Vishkin']",14:30:00,False,False,False,N
